"1647029099";"2022-03-12 00:04:59";"2022-03-12 00:05:00";"1"
"1647029399";"2022-03-12 00:09:59";"2022-03-12 00:10:00";"1"
"1647029699";"2022-03-12 00:14:59";"2022-03-12 00:15:00";"1"
"1647029993";"2022-03-12 00:19:53";"2022-03-12 00:20:00";"7"
"1647030299";"2022-03-12 00:24:59";"2022-03-12 00:25:00";"1"
"1647030599";"2022-03-12 00:29:59";"2022-03-12 00:30:00";"1"
"1647030899";"2022-03-12 00:34:59";"2022-03-12 00:35:00";"1"
"1647031199";"2022-03-12 00:39:59";"2022-03-12 00:40:00";"1"
"1647031499";"2022-03-12 00:44:59";"2022-03-12 00:45:00";"1"
"1647031799";"2022-03-12 00:49:59";"2022-03-12 00:50:00";"1"
"1647032099";"2022-03-12 00:54:59";"2022-03-12 00:55:00";"1"
"1647032399";"2022-03-12 00:59:59";"2022-03-12 01:00:00";"1"
"1647032699";"2022-03-12 01:04:59";"2022-03-12 01:05:00";"1"
"1647032999";"2022-03-12 01:09:59";"2022-03-12 01:10:00";"1"
"1647033299";"2022-03-12 01:14:59";"2022-03-12 01:15:00";"1"
"1647033599";"2022-03-12 01:19:59";"2022-03-12 01:20:00";"1"
"1647033899";"2022-03-12 01:24:59";"2022-03-12 01:25:00";"1"
"1647034199";"2022-03-12 01:29:59";"2022-03-12 01:30:00";"1"
"1647034499";"2022-03-12 01:34:59";"2022-03-12 01:35:00";"1"
"1647034797";"2022-03-12 01:39:57";"2022-03-12 01:40:00";"3"
"1647035099";"2022-03-12 01:44:59";"2022-03-12 01:45:00";"1"
"1647035399";"2022-03-12 01:49:59";"2022-03-12 01:50:00";"1"
"1647035699";"2022-03-12 01:54:59";"2022-03-12 01:55:00";"1"
"1647035999";"2022-03-12 01:59:59";"2022-03-12 02:00:00";"1"
"1647036299";"2022-03-12 02:04:59";"2022-03-12 02:05:00";"1"
"1647036599";"2022-03-12 02:09:59";"2022-03-12 02:10:00";"1"
"1647036899";"2022-03-12 02:14:59";"2022-03-12 02:15:00";"1"
"1647037199";"2022-03-12 02:19:59";"2022-03-12 02:20:00";"1"
"1647037499";"2022-03-12 02:24:59";"2022-03-12 02:25:00";"1"
"1647037799";"2022-03-12 02:29:59";"2022-03-12 02:30:00";"1"
"1647038099";"2022-03-12 02:34:59";"2022-03-12 02:35:00";"1"
"1647038399";"2022-03-12 02:39:59";"2022-03-12 02:40:00";"1"
"1647038699";"2022-03-12 02:44:59";"2022-03-12 02:45:00";"1"
"1647038999";"2022-03-12 02:49:59";"2022-03-12 02:50:00";"1"
"1647039299";"2022-03-12 02:54:59";"2022-03-12 02:55:00";"1"
"1647039599";"2022-03-12 02:59:59";"2022-03-12 03:00:00";"1"
"1647039899";"2022-03-12 03:04:59";"2022-03-12 03:05:00";"1"
"1647040199";"2022-03-12 03:09:59";"2022-03-12 03:10:00";"1"
"1647040499";"2022-03-12 03:14:59";"2022-03-12 03:15:00";"1"
"1647040799";"2022-03-12 03:19:59";"2022-03-12 03:20:00";"1"
"1647041099";"2022-03-12 03:24:59";"2022-03-12 03:25:00";"1"
"1647041399";"2022-03-12 03:29:59";"2022-03-12 03:30:00";"1"
"1647041699";"2022-03-12 03:34:59";"2022-03-12 03:35:00";"1"
"1647041999";"2022-03-12 03:39:59";"2022-03-12 03:40:00";"1"
"1647042299";"2022-03-12 03:44:59";"2022-03-12 03:45:00";"1"
"1647042599";"2022-03-12 03:49:59";"2022-03-12 03:50:00";"1"
"1647042899";"2022-03-12 03:54:59";"2022-03-12 03:55:00";"1"
"1647043199";"2022-03-12 03:59:59";"2022-03-12 04:00:00";"1"
"1647043499";"2022-03-12 04:04:59";"2022-03-12 04:05:00";"1"
"1647043799";"2022-03-12 04:09:59";"2022-03-12 04:10:00";"1"
"1647044099";"2022-03-12 04:14:59";"2022-03-12 04:15:00";"1"
"1647044399";"2022-03-12 04:19:59";"2022-03-12 04:20:00";"1"
"1647044699";"2022-03-12 04:24:59";"2022-03-12 04:25:00";"1"
"1647044999";"2022-03-12 04:29:59";"2022-03-12 04:30:00";"1"
"1647045299";"2022-03-12 04:34:59";"2022-03-12 04:35:00";"1"
"1647045599";"2022-03-12 04:39:59";"2022-03-12 04:40:00";"1"
"1647045899";"2022-03-12 04:44:59";"2022-03-12 04:45:00";"1"
"1647046199";"2022-03-12 04:49:59";"2022-03-12 04:50:00";"1"
"1647046499";"2022-03-12 04:54:59";"2022-03-12 04:55:00";"1"
"1647046799";"2022-03-12 04:59:59";"2022-03-12 05:00:00";"1"
"1647047099";"2022-03-12 05:04:59";"2022-03-12 05:05:00";"1"
"1647047397";"2022-03-12 05:09:57";"2022-03-12 05:10:00";"3"
"1647047699";"2022-03-12 05:14:59";"2022-03-12 05:15:00";"1"
"1647047999";"2022-03-12 05:19:59";"2022-03-12 05:20:00";"1"
"1647048299";"2022-03-12 05:24:59";"2022-03-12 05:25:00";"1"
"1647048599";"2022-03-12 05:29:59";"2022-03-12 05:30:00";"1"
"1647048899";"2022-03-12 05:34:59";"2022-03-12 05:35:00";"1"
"1647049197";"2022-03-12 05:39:57";"2022-03-12 05:40:00";"3"
"1647049499";"2022-03-12 05:44:59";"2022-03-12 05:45:00";"1"
"1647049799";"2022-03-12 05:49:59";"2022-03-12 05:50:00";"1"
"1647050099";"2022-03-12 05:54:59";"2022-03-12 05:55:00";"1"
"1647050399";"2022-03-12 05:59:59";"2022-03-12 06:00:00";"1"
"1647050699";"2022-03-12 06:04:59";"2022-03-12 06:05:00";"1"
"1647050999";"2022-03-12 06:09:59";"2022-03-12 06:10:00";"1"
"1647051299";"2022-03-12 06:14:59";"2022-03-12 06:15:00";"1"
"1647051599";"2022-03-12 06:19:59";"2022-03-12 06:20:00";"1"
"1647051899";"2022-03-12 06:24:59";"2022-03-12 06:25:00";"1"
"1647052199";"2022-03-12 06:29:59";"2022-03-12 06:30:00";"1"
"1647052499";"2022-03-12 06:34:59";"2022-03-12 06:35:00";"1"
"1647052799";"2022-03-12 06:39:59";"2022-03-12 06:40:00";"1"
"1647053099";"2022-03-12 06:44:59";"2022-03-12 06:45:00";"1"
"1647053399";"2022-03-12 06:49:59";"2022-03-12 06:50:00";"1"
"1647053699";"2022-03-12 06:54:59";"2022-03-12 06:55:00";"1"
"1647053997";"2022-03-12 06:59:57";"2022-03-12 07:00:00";"3"
"1647054299";"2022-03-12 07:04:59";"2022-03-12 07:05:00";"1"
"1647054599";"2022-03-12 07:09:59";"2022-03-12 07:10:00";"1"
"1647054899";"2022-03-12 07:14:59";"2022-03-12 07:15:00";"1"
"1647055197";"2022-03-12 07:19:57";"2022-03-12 07:20:00";"3"
"1647055498";"2022-03-12 07:24:58";"2022-03-12 07:25:00";"2"
"1647055798";"2022-03-12 07:29:58";"2022-03-12 07:30:00";"2"
"1647056098";"2022-03-12 07:34:58";"2022-03-12 07:35:00";"2"
"1647056398";"2022-03-12 07:39:58";"2022-03-12 07:40:00";"2"
"1647056698";"2022-03-12 07:44:58";"2022-03-12 07:45:00";"2"
"1647056998";"2022-03-12 07:49:58";"2022-03-12 07:50:00";"2"
"1647057298";"2022-03-12 07:54:58";"2022-03-12 07:55:00";"2"
"1647057598";"2022-03-12 07:59:58";"2022-03-12 08:00:00";"2"
"1647057898";"2022-03-12 08:04:58";"2022-03-12 08:05:00";"2"
"1647058198";"2022-03-12 08:09:58";"2022-03-12 08:10:00";"2"
"1647058498";"2022-03-12 08:14:58";"2022-03-12 08:15:00";"2"
"1647058798";"2022-03-12 08:19:58";"2022-03-12 08:20:00";"2"
"1647059098";"2022-03-12 08:24:58";"2022-03-12 08:25:00";"2"
"1647059398";"2022-03-12 08:29:58";"2022-03-12 08:30:00";"2"
"1647059698";"2022-03-12 08:34:58";"2022-03-12 08:35:00";"2"
"1647059998";"2022-03-12 08:39:58";"2022-03-12 08:40:00";"2"
"1647060298";"2022-03-12 08:44:58";"2022-03-12 08:45:00";"2"
"1647060598";"2022-03-12 08:49:58";"2022-03-12 08:50:00";"2"
"1647060898";"2022-03-12 08:54:58";"2022-03-12 08:55:00";"2"
"1647061198";"2022-03-12 08:59:58";"2022-03-12 09:00:00";"2"
"1647061498";"2022-03-12 09:04:58";"2022-03-12 09:05:00";"2"
"1647061798";"2022-03-12 09:09:58";"2022-03-12 09:10:00";"2"
"1647062098";"2022-03-12 09:14:58";"2022-03-12 09:15:00";"2"
"1647062398";"2022-03-12 09:19:58";"2022-03-12 09:20:00";"2"
"1647062698";"2022-03-12 09:24:58";"2022-03-12 09:25:00";"2"
"1647062998";"2022-03-12 09:29:58";"2022-03-12 09:30:00";"2"
"1647063298";"2022-03-12 09:34:58";"2022-03-12 09:35:00";"2"
"1647063598";"2022-03-12 09:39:58";"2022-03-12 09:40:00";"2"
"1647063898";"2022-03-12 09:44:58";"2022-03-12 09:45:00";"2"
"1647064198";"2022-03-12 09:49:58";"2022-03-12 09:50:00";"2"
"1647064496";"2022-03-12 09:54:56";"2022-03-12 09:55:00";"4"
"1647064798";"2022-03-12 09:59:58";"2022-03-12 10:00:00";"2"
"1647065098";"2022-03-12 10:04:58";"2022-03-12 10:05:00";"2"
"1647065398";"2022-03-12 10:09:58";"2022-03-12 10:10:00";"2"
"1647065698";"2022-03-12 10:14:58";"2022-03-12 10:15:00";"2"
"1647065998";"2022-03-12 10:19:58";"2022-03-12 10:20:00";"2"
"1647066298";"2022-03-12 10:24:58";"2022-03-12 10:25:00";"2"
"1647066598";"2022-03-12 10:29:58";"2022-03-12 10:30:00";"2"
"1647066898";"2022-03-12 10:34:58";"2022-03-12 10:35:00";"2"
"1647067198";"2022-03-12 10:39:58";"2022-03-12 10:40:00";"2"
"1647067498";"2022-03-12 10:44:58";"2022-03-12 10:45:00";"2"
"1647067798";"2022-03-12 10:49:58";"2022-03-12 10:50:00";"2"
"1647068098";"2022-03-12 10:54:58";"2022-03-12 10:55:00";"2"
"1647068398";"2022-03-12 10:59:58";"2022-03-12 11:00:00";"2"
"1647068698";"2022-03-12 11:04:58";"2022-03-12 11:05:00";"2"
"1647068996";"2022-03-12 11:09:56";"2022-03-12 11:10:00";"4"
"1647069298";"2022-03-12 11:14:58";"2022-03-12 11:15:00";"2"
"1647069598";"2022-03-12 11:19:58";"2022-03-12 11:20:00";"2"
"1647069898";"2022-03-12 11:24:58";"2022-03-12 11:25:00";"2"
"1647070198";"2022-03-12 11:29:58";"2022-03-12 11:30:00";"2"
"1647070498";"2022-03-12 11:34:58";"2022-03-12 11:35:00";"2"
"1647070798";"2022-03-12 11:39:58";"2022-03-12 11:40:00";"2"
"1647071098";"2022-03-12 11:44:58";"2022-03-12 11:45:00";"2"
"1647071398";"2022-03-12 11:49:58";"2022-03-12 11:50:00";"2"
"1647071698";"2022-03-12 11:54:58";"2022-03-12 11:55:00";"2"
"1647071998";"2022-03-12 11:59:58";"2022-03-12 12:00:00";"2"
"1647072298";"2022-03-12 12:04:58";"2022-03-12 12:05:00";"2"
"1647072598";"2022-03-12 12:09:58";"2022-03-12 12:10:00";"2"
"1647072898";"2022-03-12 12:14:58";"2022-03-12 12:15:00";"2"
"1647073198";"2022-03-12 12:19:58";"2022-03-12 12:20:00";"2"
"1647073498";"2022-03-12 12:24:58";"2022-03-12 12:25:00";"2"
"1647073796";"2022-03-12 12:29:56";"2022-03-12 12:30:00";"4"
"1647074098";"2022-03-12 12:34:58";"2022-03-12 12:35:00";"2"
"1647074398";"2022-03-12 12:39:58";"2022-03-12 12:40:00";"2"
"1647074698";"2022-03-12 12:44:58";"2022-03-12 12:45:00";"2"
"1647074998";"2022-03-12 12:49:58";"2022-03-12 12:50:00";"2"
"1647075298";"2022-03-12 12:54:58";"2022-03-12 12:55:00";"2"
"1647075598";"2022-03-12 12:59:58";"2022-03-12 13:00:00";"2"
"1647075898";"2022-03-12 13:04:58";"2022-03-12 13:05:00";"2"
"1647076198";"2022-03-12 13:09:58";"2022-03-12 13:10:00";"2"
"1647076498";"2022-03-12 13:14:58";"2022-03-12 13:15:00";"2"
"1647076798";"2022-03-12 13:19:58";"2022-03-12 13:20:00";"2"
"1647077098";"2022-03-12 13:24:58";"2022-03-12 13:25:00";"2"
"1647077398";"2022-03-12 13:29:58";"2022-03-12 13:30:00";"2"
"1647077698";"2022-03-12 13:34:58";"2022-03-12 13:35:00";"2"
"1647077998";"2022-03-12 13:39:58";"2022-03-12 13:40:00";"2"
"1647078298";"2022-03-12 13:44:58";"2022-03-12 13:45:00";"2"
"1647078598";"2022-03-12 13:49:58";"2022-03-12 13:50:00";"2"
"1647078898";"2022-03-12 13:54:58";"2022-03-12 13:55:00";"2"
"1647079198";"2022-03-12 13:59:58";"2022-03-12 14:00:00";"2"
"1647079498";"2022-03-12 14:04:58";"2022-03-12 14:05:00";"2"
"1647079798";"2022-03-12 14:09:58";"2022-03-12 14:10:00";"2"
"1647080098";"2022-03-12 14:14:58";"2022-03-12 14:15:00";"2"
"1647080398";"2022-03-12 14:19:58";"2022-03-12 14:20:00";"2"
"1647080698";"2022-03-12 14:24:58";"2022-03-12 14:25:00";"2"
"1647080998";"2022-03-12 14:29:58";"2022-03-12 14:30:00";"2"
"1647081299";"2022-03-12 14:34:59";"2022-03-12 14:35:00";"1"
"1647081598";"2022-03-12 14:39:58";"2022-03-12 14:40:00";"2"
"1647081898";"2022-03-12 14:44:58";"2022-03-12 14:45:00";"2"
"1647082198";"2022-03-12 14:49:58";"2022-03-12 14:50:00";"2"
"1647082498";"2022-03-12 14:54:58";"2022-03-12 14:55:00";"2"
"1647082798";"2022-03-12 14:59:58";"2022-03-12 15:00:00";"2"
"1647083098";"2022-03-12 15:04:58";"2022-03-12 15:05:00";"2"
"1647083398";"2022-03-12 15:09:58";"2022-03-12 15:10:00";"2"
"1647083698";"2022-03-12 15:14:58";"2022-03-12 15:15:00";"2"
"1647083998";"2022-03-12 15:19:58";"2022-03-12 15:20:00";"2"
"1647084298";"2022-03-12 15:24:58";"2022-03-12 15:25:00";"2"
"1647084598";"2022-03-12 15:29:58";"2022-03-12 15:30:00";"2"
"1647084898";"2022-03-12 15:34:58";"2022-03-12 15:35:00";"2"
"1647085199";"2022-03-12 15:39:59";"2022-03-12 15:40:00";"1"
"1647085498";"2022-03-12 15:44:58";"2022-03-12 15:45:00";"2"
"1647085798";"2022-03-12 15:49:58";"2022-03-12 15:50:00";"2"
"1647086098";"2022-03-12 15:54:58";"2022-03-12 15:55:00";"2"
"1647086398";"2022-03-12 15:59:58";"2022-03-12 16:00:00";"2"
"1647086698";"2022-03-12 16:04:58";"2022-03-12 16:05:00";"2"
"1647086998";"2022-03-12 16:09:58";"2022-03-12 16:10:00";"2"
"1647087298";"2022-03-12 16:14:58";"2022-03-12 16:15:00";"2"
"1647087598";"2022-03-12 16:19:58";"2022-03-12 16:20:00";"2"
"1647087898";"2022-03-12 16:24:58";"2022-03-12 16:25:00";"2"
"1647088199";"2022-03-12 16:29:59";"2022-03-12 16:30:00";"1"
"1647088499";"2022-03-12 16:34:59";"2022-03-12 16:35:00";"1"
"1647088799";"2022-03-12 16:39:59";"2022-03-12 16:40:00";"1"
"1647089099";"2022-03-12 16:44:59";"2022-03-12 16:45:00";"1"
"1647089399";"2022-03-12 16:49:59";"2022-03-12 16:50:00";"1"
"1647089699";"2022-03-12 16:54:59";"2022-03-12 16:55:00";"1"
"1647089999";"2022-03-12 16:59:59";"2022-03-12 17:00:00";"1"
"1647090299";"2022-03-12 17:04:59";"2022-03-12 17:05:00";"1"
"1647090599";"2022-03-12 17:09:59";"2022-03-12 17:10:00";"1"
"1647090899";"2022-03-12 17:14:59";"2022-03-12 17:15:00";"1"
"1647091199";"2022-03-12 17:19:59";"2022-03-12 17:20:00";"1"
"1647091499";"2022-03-12 17:24:59";"2022-03-12 17:25:00";"1"
"1647091797";"2022-03-12 17:29:57";"2022-03-12 17:30:00";"3"
"1647092099";"2022-03-12 17:34:59";"2022-03-12 17:35:00";"1"
"1647092399";"2022-03-12 17:39:59";"2022-03-12 17:40:00";"1"
"1647092699";"2022-03-12 17:44:59";"2022-03-12 17:45:00";"1"
"1647092999";"2022-03-12 17:49:59";"2022-03-12 17:50:00";"1"
"1647093299";"2022-03-12 17:54:59";"2022-03-12 17:55:00";"1"
"1647093599";"2022-03-12 17:59:59";"2022-03-12 18:00:00";"1"
"1647093899";"2022-03-12 18:04:59";"2022-03-12 18:05:00";"1"
